,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
BergenN,488.349,484.605,482.712,473.168,485.839,480.334,517.118,516.1,433.624,499.479,500.762,436.39,333.407,314.97,284.381,398.056,402.579,314.819,465.18,444.812,293.725,446.38,457.55,464.346,451.036,453.492,402.805,375.355,386.726,339.271,320.401,422.203,323.363,253.611,394.852,288.998,298.62,272.943,242.749,224.985,218.755,216.245,212.255,265.87,206.617,175.047,141.722,143.131,171.895,104.768,137.067,171.418,130.508,102.098,73.595,34.099,46.077,46.837,57.03,81.068,155.808,157.146,105.242,15.174,9.15,0,10.326,26.389,171.654,241.67,173.675,274.634,293.76,558.057,569.758,499.521,451.696,440.845,595.18,574.65,495.057,324.918,415.421,409.832,652.532,598.041,499.282,414.689,361.465,366.025,345.13,377.689,414.632,469.066,444.782,521.524,532.085,510.425,586.388,640.939,699.675,743.628,732.562,760.07,578.241,613.644,614.45,646.157,674.61,685.097,679.808,682.808,687.281,672.917,699.332,747.415,703.492,715.039,761.681,751.367,705.451,700.117,761.906,772.251,800.945,759.917,830.079,870.649,857.927,952.723,956.076,944.439,1052.737,1052.773,1069.256,1132.317,1155.224,1276.612,1345.903,1216.474,1299.408,1331.144,1383.964,1405.979,1489.899,1494.919,1535.327,1582.035,1574.396,1669.967,1566.403,1542.563,1484.915,1592.742,1683.973,1708.806,1815.073,1819.212,1839.353,1877.111,1726.576,1847.08,1915.136,2054.174,1984.675,2112.94,2186.301,2162.322,2262.527,2194.325,2301.653,2393.316,2228.062,2206.065,2236.495,2265.261,2227.655,2340.555,2311.645
Nyborg,483.965,480.221,478.328,468.784,484.187,478.682,515.466,514.448,431.972,495.095,491.349,426.977,323.994,305.557,274.465,397.756,400.927,313.167,463.528,443.16,292.073,444.728,455.898,462.694,456.802,459.258,408.571,381.121,392.492,345.037,326.167,427.969,321.711,251.959,393.2,294.764,304.386,278.709,248.515,230.751,224.521,222.011,218.021,271.636,204.571,180.813,147.488,148.897,177.661,110.534,142.833,169.372,128.462,107.864,79.361,39.865,51.843,52.603,62.796,71.152,145.892,147.23,95.326,20.94,19.622,10.472,0,36.861,161.738,232.257,163.759,264.718,289.848,548.644,560.345,490.108,442.283,431.432,585.767,565.237,485.644,315.002,405.505,400.419,643.119,588.628,489.366,405.276,352.052,356.109,335.214,367.773,404.716,459.15,434.866,511.608,522.169,500.509,576.472,631.023,689.759,733.712,722.646,750.154,568.325,603.728,604.534,636.241,664.694,675.181,669.892,672.892,677.365,663.504,689.416,737.499,693.576,705.123,751.765,741.451,695.535,690.201,751.99,762.335,791.029,750.001,820.163,860.733,848.011,942.807,946.16,934.523,1042.821,1042.857,1059.34,1122.401,1145.308,1266.696,1335.987,1206.558,1289.492,1321.228,1374.048,1396.063,1479.983,1485.003,1525.411,1572.119,1564.48,1660.051,1556.487,1532.647,1474.999,1582.826,1674.057,1698.89,1805.157,1809.296,1829.437,1867.195,1716.66,1837.164,1905.22,2044.258,1974.759,2103.024,2176.385,2152.406,2252.611,2184.409,2291.737,2383.4,2218.146,2196.149,2226.579,2255.345,2218.242,2330.639,2301.729
Aagotnes,507.161,503.417,501.524,491.98,504.651,499.146,535.93,534.912,452.436,518.291,519.574,455.202,352.219,333.782,304.129,416.868,421.391,333.631,483.992,463.624,312.537,465.192,476.362,483.158,469.848,472.304,421.617,394.167,405.538,358.083,339.213,441.015,342.175,272.423,413.664,307.81,317.432,291.755,261.561,243.797,237.567,235.057,231.067,284.682,225.429,193.859,160.534,161.943,190.707,123.58,155.879,190.23,149.32,120.91,92.407,52.911,64.889,61.91,75.842,100.816,175.556,176.894,124.99,33.986,18.815,27.554,37.449,0,191.402,260.482,200.798,301.757,320.883,576.869,588.57,518.333,470.508,459.657,613.992,593.462,513.869,344.666,442.544,428.644,671.344,616.853,526.405,433.501,380.277,393.148,372.253,404.812,441.755,496.189,471.905,548.647,559.208,537.548,613.511,668.062,726.798,770.751,759.685,787.193,605.364,640.767,641.573,673.28,701.733,712.22,706.931,709.931,714.404,691.729,726.455,774.538,730.615,742.162,788.804,778.49,732.574,727.24,789.029,799.374,828.068,787.04,857.202,897.772,885.05,979.846,983.199,971.562,1079.86,1079.896,1096.379,1159.44,1182.347,1303.735,1373.026,1243.597,1326.531,1358.267,1411.087,1433.102,1517.022,1522.042,1562.45,1609.158,1601.519,1697.09,1593.526,1569.686,1512.038,1619.865,1711.096,1735.929,1842.196,1846.335,1866.476,1904.234,1753.699,1874.203,1942.259,2081.297,2011.798,2140.063,2213.424,2189.445,2289.65,2221.448,2328.776,2420.439,2255.185,2233.188,2263.618,2292.384,2246.467,2367.678,2338.768
Flaam,324.421,320.677,318.784,309.24,347.279,368.266,405.05,404.032,311.999,335.551,331.805,267.433,164.45,146.013,115.517,275.167,367.065,300.926,353.112,378.912,317.7,452.326,466.827,473.623,502.602,500.32,535.504,507.359,518.73,471.275,452.405,465.655,347.338,277.586,404.129,421.002,430.624,404.947,374.753,278.49,350.653,348.249,344.259,319.537,230.592,252.886,273.726,278.052,306.816,239.263,226.693,195.393,153.998,200.064,182.045,167.496,179.474,195.827,171.129,139.478,113.209,114.547,67.965,162.873,178.008,168.858,159.148,195.247,0,71.87,176.297,194.719,247.331,389.1,399.958,329.721,281.896,271.045,425.38,404.85,325.257,154.615,335.506,240.032,482.732,428.241,395.801,244.889,191.665,286.11,265.215,297.774,334.717,389.151,364.867,441.609,452.17,430.51,506.473,561.024,619.76,663.713,652.647,680.155,461.913,497.316,498.122,529.829,560.801,581.977,576.688,579.688,584.161,503.117,551.527,643.881,599.803,611.505,658.147,647.833,602.659,620.202,658.372,669.211,697.411,659.518,729.68,767.857,755.135,849.034,852.387,841.647,949.048,949.084,965.567,1028.628,1051.535,1173.975,1243.266,1112.785,1195.719,1227.455,1280.275,1302.29,1386.21,1391.23,1431.638,1478.346,1470.707,1566.278,1462.714,1438.874,1381.226,1489.053,1580.284,1605.117,1711.384,1715.523,1735.664,1773.422,1622.887,1743.391,1811.447,1950.485,1831.904,1960.169,2033.53,2058.633,2158.838,2090.636,2148.882,2240.545,2075.291,2053.294,2083.724,2112.49,2057.855,2187.784,2158.874
Sogndal,325.205,321.461,319.568,310.024,348.063,374.993,406.936,405.918,312.783,336.335,332.589,268.217,165.234,146.797,166.488,319.902,411.8,351.897,369.799,395.599,369.567,497.061,517.798,524.594,553.573,551.291,603.356,576.466,587.837,540.382,521.512,516.626,416.445,346.693,455.1,490.109,499.731,474.054,443.86,347.597,419.76,417.356,413.366,388.644,299.699,321.993,342.833,347.159,375.923,308.37,295.8,264.5,223.105,269.171,251.152,236.603,248.581,260.209,240.236,208.585,182.316,183.654,137.072,227.255,242.709,233.559,223.849,259.948,71.897,0,104.659,123.081,175.693,389.884,402.196,331.959,282.68,296.45,427.618,430.255,350.662,155.399,263.868,240.816,504.607,450.497,347.729,270.294,192.449,214.472,193.577,226.136,263.079,317.513,293.229,369.971,380.532,358.872,434.835,489.386,548.122,592.075,581.009,608.517,426.688,462.091,462.897,494.604,523.057,533.544,528.255,531.255,535.728,524.992,547.779,595.862,551.939,563.486,610.128,599.814,553.898,548.564,610.353,620.698,649.392,608.364,678.526,719.096,706.374,801.17,804.523,792.886,901.184,901.22,917.703,980.764,1003.671,1125.059,1194.35,1064.921,1147.855,1179.591,1232.411,1254.426,1338.346,1343.366,1383.774,1430.482,1422.843,1518.414,1414.85,1391.01,1333.362,1441.189,1532.42,1557.253,1663.52,1667.659,1687.8,1725.558,1575.023,1695.527,1763.583,1902.621,1833.122,1961.387,2034.748,2010.769,2110.974,2042.772,2150.1,2241.763,2076.509,2054.512,2084.942,2113.708,2078.898,2189.002,2160.092
Forde,429.68,425.936,424.043,414.499,452.538,479.468,511.411,510.393,417.258,440.81,437.064,372.692,269.709,251.272,270.963,424.377,516.275,450.503,474.274,500.074,429.409,582.064,593.234,600.03,619.986,622.442,571.755,544.305,555.676,508.221,489.351,591.153,459.047,389.295,530.536,457.948,467.57,441.893,411.699,390.199,387.705,385.195,381.205,431.246,342.301,344.759,310.672,312.081,340.845,273.718,301.353,307.102,265.707,266.384,237.881,203.049,215.027,215.787,220.854,224.904,224.918,226.256,179.674,184.124,182.806,173.656,163.946,200.045,176.372,104.768,0,103.313,126.089,494.359,506.964,436.727,387.448,400.968,532.386,453.102,334.29,260.167,244.1,345.291,484.839,430.729,327.961,375.062,296.924,194.704,173.809,206.368,243.311,297.745,273.461,350.203,360.764,339.104,415.067,469.618,528.354,572.307,561.241,588.749,406.92,442.323,443.129,474.836,503.289,513.776,508.487,511.487,515.96,505.224,528.011,576.094,532.171,543.718,590.36,580.046,534.13,528.796,590.585,600.93,629.624,588.596,658.758,699.328,686.606,781.402,784.755,773.118,881.416,881.452,897.935,960.996,983.903,1105.291,1174.582,1045.153,1128.087,1159.823,1212.643,1234.658,1318.578,1323.598,1364.006,1410.714,1403.075,1498.646,1395.082,1371.242,1313.594,1421.421,1512.652,1537.485,1643.752,1647.891,1668.032,1705.79,1555.255,1675.759,1743.815,1882.853,1813.354,1941.619,2014.98,1991.001,2091.206,2023.004,2130.332,2221.995,2056.741,2034.744,2065.174,2093.94,2059.13,2169.234,2140.324
Nordfjordeid,448.164,444.42,442.527,432.983,471.022,497.952,529.895,528.877,435.742,459.294,455.548,391.176,288.193,269.756,289.447,442.861,534.759,474.856,492.758,518.558,492.155,620.02,640.757,647.553,676.532,674.25,673.548,646.098,657.469,610.014,591.144,639.585,521.793,452.041,578.059,559.741,569.363,543.686,513.492,452.945,489.498,486.988,482.998,493.992,405.047,427.341,412.465,413.874,442.638,374.749,401.148,369.848,328.453,367.415,338.912,304.08,316.058,316.818,321.885,313.933,287.664,289.002,260.031,285.155,283.837,274.687,264.977,301.076,194.856,123.252,103.304,0,54.666,491.973,466.538,396.301,379.977,337.625,491.96,377.905,259.093,278.358,168.903,364.068,409.642,355.532,252.764,334.607,315.701,119.507,70.496,103.055,139.998,194.432,170.148,246.89,257.451,235.791,311.754,366.305,425.041,468.994,457.928,485.436,326.161,360.946,361.752,393.376,399.976,410.463,405.174,408.174,412.647,430.027,446.634,472.781,428.858,440.405,487.047,476.733,430.817,425.483,487.272,497.617,526.311,485.283,555.445,596.015,583.293,678.089,681.442,669.805,778.103,778.139,794.622,857.683,880.59,1001.978,1071.269,941.84,1024.774,1056.51,1109.33,1131.345,1215.265,1220.285,1260.693,1307.401,1299.762,1395.333,1291.769,1267.929,1210.281,1318.108,1409.339,1434.172,1540.439,1544.578,1564.719,1602.477,1451.942,1572.446,1640.502,1779.54,1710.041,1838.306,1911.667,1887.688,1987.893,1919.691,2027.019,2118.682,1953.428,1931.431,1961.861,1990.627,1983.933,2065.921,2037.011
Maaloy,500.682,496.938,495.045,485.501,523.54,550.47,582.413,581.395,488.26,511.812,508.066,443.694,340.711,322.274,341.965,495.379,587.277,527.374,545.276,571.076,544.673,672.538,693.275,700.071,729.05,726.768,692.602,665.152,676.523,629.068,610.198,692.103,574.311,504.559,630.577,578.795,588.417,562.74,532.546,505.463,508.552,506.042,502.052,546.51,457.565,464.844,431.519,432.928,461.692,393.803,421.438,422.366,380.971,386.469,357.966,323.134,335.112,335.872,340.939,351.059,340.182,341.52,294.938,304.209,302.891,293.741,284.031,320.13,247.374,175.77,126.155,54.667,0,546.466,521.031,450.794,434.47,392.118,546.453,432.398,313.586,331.169,223.396,416.586,464.135,410.025,307.257,389.1,368.219,174,124.989,157.548,194.491,249.099,224.641,301.383,311.944,290.284,366.247,420.798,479.534,523.487,512.421,539.929,380.654,415.439,416.245,447.869,454.469,464.956,459.667,462.667,467.14,484.52,501.127,527.274,483.351,494.898,541.54,531.226,485.31,479.976,541.765,552.11,580.804,539.776,609.938,650.508,637.786,732.582,735.935,724.298,832.596,832.632,849.115,912.176,935.083,1056.471,1125.762,996.333,1079.267,1111.003,1163.823,1185.838,1269.758,1274.778,1315.186,1361.894,1354.255,1449.826,1346.262,1322.422,1264.774,1372.601,1463.832,1488.665,1594.932,1599.071,1619.212,1656.97,1506.435,1626.939,1694.995,1834.033,1764.534,1892.799,1966.16,1942.181,2042.386,1974.184,2081.512,2173.175,2007.921,1985.924,2016.354,2045.12,2038.426,2120.414,2091.504
Kongsvinger,86.826,94.982,93.392,98.102,121.584,148.514,180.457,179.439,138.018,76.402,57.539,128.709,225.031,243.757,295.205,179.069,237.84,258.212,163.682,203.618,301.698,313.96,339.122,356.335,402.258,399.976,452.041,484.431,517.529,515.072,509.198,408.127,381.75,373.08,346.468,564.163,545.08,579.215,603.205,488.49,587.635,582.727,584.291,529.537,444.962,496.031,523.692,536.201,560.5,560.987,476.659,398.407,439.445,485.463,496.284,535.736,523.802,576.992,513.445,496.679,480.33,500.437,453.855,544.038,559.492,550.342,540.632,576.731,388.68,388.768,493.195,491.729,546.221,0,52.301,98.564,145.383,157.866,162.592,185.799,237.702,276.556,323.635,181.684,317.934,261.12,308.246,180.38,238.14,419.841,500.232,532.791,519.735,413.88,471.342,487.676,440.776,539.073,432.671,439.182,509.947,552.331,541.265,568.773,372.188,368.102,368.908,400.615,431.587,452.763,447.474,450.474,454.947,339.925,388.335,480.991,470.744,482.291,528.933,518.619,473.445,498.768,529.158,539.997,568.197,530.304,600.466,638.643,625.921,719.975,723.328,712.433,819.989,820.025,836.508,899.569,922.476,1044.761,1114.052,983.726,1066.66,1098.396,1151.216,1173.231,1257.151,1262.171,1302.579,1349.287,1341.648,1437.219,1333.655,1309.815,1252.167,1359.994,1451.225,1476.058,1582.325,1586.464,1606.605,1644.363,1493.828,1614.332,1682.388,1729.723,1599.104,1727.369,1800.73,1837.871,1938.076,1869.874,1916.082,2007.745,1842.491,1820.494,1850.924,1879.69,1886.348,1954.984,1926.074
Flisa,139.096,147.252,145.662,150.372,173.854,200.784,232.727,231.709,190.288,128.672,109.809,180.979,274.694,255.952,303.892,231.339,290.11,310.482,215.952,255.888,353.968,366.23,391.392,408.605,454.528,452.246,504.311,536.701,569.799,567.342,561.468,460.397,434.02,425.35,398.738,616.433,597.35,631.485,655.475,540.76,639.905,634.997,636.561,581.807,497.232,548.301,575.962,588.471,612.77,613.257,528.929,450.677,491.715,537.733,548.554,562.482,574.46,584.551,564.578,532.927,506.658,507.996,461.414,551.597,567.051,557.901,548.191,584.29,396.239,377.278,481.937,466.118,520.61,52.27,0,72.925,119.772,132.255,112.772,135.979,212.091,250.945,298.024,156.073,268.114,211.3,282.635,154.769,212.529,394.23,474.621,507.18,494.124,388.269,445.731,437.856,390.956,489.472,382.851,389.362,460.127,502.511,491.445,518.953,322.368,318.282,319.088,350.795,381.767,402.943,397.654,400.654,405.127,290.105,338.515,431.171,420.769,432.471,479.113,468.799,423.625,448.948,479.338,490.177,518.377,480.484,550.646,588.823,576.101,670,673.353,662.613,770.014,770.05,786.533,849.594,872.501,994.941,1064.232,933.751,1016.685,1048.421,1101.241,1123.256,1207.176,1212.196,1252.604,1299.312,1291.673,1387.244,1283.68,1259.84,1202.192,1310.019,1401.25,1426.083,1532.35,1536.489,1556.63,1594.388,1443.853,1564.357,1632.413,1677.422,1546.803,1675.068,1748.429,1785.57,1885.775,1817.573,1863.781,1955.444,1790.19,1768.193,1798.623,1827.389,1844.392,1902.683,1873.773
Hamar,118.45,126.606,125.016,129.726,153.208,180.138,212.081,211.063,169.642,108.026,84.574,132.59,204.993,186.251,234.191,210.693,269.464,289.836,195.306,235.242,333.322,345.584,370.746,387.959,433.882,431.6,483.665,516.055,549.153,546.696,540.822,439.751,415.622,404.704,378.092,595.787,576.704,610.839,634.829,521.968,621.231,616.205,617.769,563.015,478.44,529.509,557.17,569.679,593.978,564.548,510.137,432.279,473.317,518.941,505.793,492.781,504.759,514.85,494.877,463.226,436.957,438.295,391.713,481.896,497.35,488.2,478.49,514.589,326.538,307.577,412.236,396.417,450.909,98.446,73.158,0,50.071,62.554,98.58,115.804,142.39,181.244,228.323,86.372,247.939,191.125,212.934,85.068,142.828,324.529,404.92,437.479,424.423,318.568,375.605,394.534,347.634,443.336,362.676,369.187,439.952,482.336,471.27,498.778,279.046,298.107,298.913,330.62,361.592,382.768,377.479,380.479,384.952,269.93,318.34,410.996,400.749,412.296,458.938,448.624,403.45,428.773,459.163,470.002,498.202,460.309,530.471,568.648,555.926,649.98,653.333,642.438,749.994,750.03,766.513,829.574,852.481,974.766,1044.057,913.731,996.665,1028.401,1081.221,1103.236,1187.156,1192.176,1232.584,1279.292,1271.653,1367.224,1263.66,1239.82,1182.172,1289.999,1381.23,1406.063,1512.33,1516.469,1536.61,1574.368,1423.833,1544.337,1612.393,1663.23,1532.611,1660.876,1734.237,1771.378,1871.583,1803.381,1849.589,1941.252,1775.998,1754.001,1784.431,1813.197,1824.217,1888.491,1859.581
