,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Geiranger,6.964722222,7.047222222,7.058611111,7.0875,7.45,7.696944444,8.235277778,8.069722222,7.791388889,6.8325,6.542222222,6.651666667,7.467777778,7.171666667,7.912222222,8.1425,9.095833333,9.554722222,8.400277778,8.703611111,10.42083333,10.37972222,10.60694444,10.84222222,11.42611111,11.36333333,12.65388889,13.07777778,13.70166667,13.58194444,13.67888889,11.90611111,11.70361111,10.99611111,10.92416667,14.47111111,14.27277778,14.39111111,13.7675,11.14277778,13.42083333,13.39833333,13.28916667,12.8575,10.68833333,10.65916667,11.00111111,11.28388889,11.695,10.72638889,10.16361111,9.696111111,8.917222222,9.842222222,8.838333333,8.426111111,8.785555556,9.897777778,8.542222222,8.688611111,8.113333333,8.084444444,7.361666667,7.984166667,7.938333333,7.809722222,7.604166667,8.2475,6.33,4.098611111,3.879166667,2.441111111,3.35,7.033888889,6.693055556,5.525,5.165277778,4.59,7.011666667,5.23,3.443055556,7.031666667,2.005555556,5.326111111,5.828055556,5.007222222,3.395,4.641111111,6.329166667,0,2.580833333,3.147777778,3.160555556,3.507777778,4.221666667,5.465,5.565277778,5.36,6.446388889,6.581944444,7.750277778,8.281666667,8.168888889,8.9425,4.601666667,5.212222222,5.225555556,5.739444444,6.264722222,6.743888889,6.457222222,6.569444444,6.596111111,6.188333333,6.598611111,7.708888889,6.829166667,7.088888889,7.854444444,7.739166667,8.128055556,8.678888889,7.852777778,8.664166667,8.5175,8.996388889,9.734166667,10.55555556,9.798888889,10.78583333,10.85,11.84944444,13.26638889,12.39583333,12.63777778,13.66666667,14.01972222,18.52111111,18.95944444,14.92027778,16.38333333,16.61805556,17.54416667,17.71083333,19.13833333,19.14027778,20.90777777,21.74194444,21.72666667,23.26194445,21.80027777,22.18555556,21.17638889,22.04722223,23.34222222,25.31194445,25.47388889,25.465,26.115,27.36527778,24.09777778,25.65416667,27.30388889,26.23916667,24.33055556,26.17916667,27.22611111,27.88305556,29.54333334,28.52888889,30.17694445,32.165,27.83472223,27.74555556,28.24416667,28.70333334,28.14888889,29.89083334,31.30083333
Volda,7.952222222,8.034722222,8.045277778,8.075,8.4375,8.684444444,9.222777778,9.057222222,8.778888889,7.82,7.529722222,7.639166667,7.102777778,6.809722222,7.121111111,9.13,10.08333333,10.33722222,9.387777778,9.691111111,10.97861111,11.36722222,11.59444444,11.82972222,12.41361111,12.35083333,13.64138889,14.06527778,14.68916667,14.42388889,14.12416667,12.89333333,11.26,10.20472222,11.91166667,13.67972222,13.8025,13.59972222,12.97611111,10.35138889,12.62944444,12.60694444,12.49777778,12.06611111,9.896944444,9.867777778,10.20972222,10.4925,10.90361111,9.935277778,9.372222222,8.904722222,8.125833333,9.050833333,8.047222222,7.635,7.994444444,9.106666667,7.751111111,7.896944444,7.321666667,7.292777778,6.57,7.193055556,7.147222222,7.018611111,6.813055556,7.456388889,5.538611111,3.307222222,3.088055556,1.143611111,2.0525,8.021388889,7.680555556,6.5125,6.152777778,5.5775,7.999166667,6.216944444,4.430555556,7.189722222,2.992777778,6.313611111,6.815277778,5.994444444,4.382222222,5.628611111,7.316666667,2.573888889,0,0.602222222,2.362777778,3.633611111,4.390833333,5.634166667,5.691111111,5.529166667,7.433611111,7.569166666,8.7375,9.268888889,9.156111111,9.929722222,5.588888889,6.199444444,6.212777778,6.726666666,7.251944444,7.731111111,7.444444444,7.556666666,7.583333333,7.175555555,7.585833333,8.696111111,7.816388889,8.076111111,8.841666666,8.726388889,9.115277778,9.666111111,8.84,9.651388889,9.504722222,9.983611111,10.72138889,11.54277778,10.78611111,11.77305556,11.83722222,12.83666666,14.25361111,13.38305555,13.625,14.65388889,15.00694444,19.50833333,19.94666666,15.9075,17.37055555,17.60527778,18.53138889,18.69805555,20.12555555,20.1275,21.895,22.72916666,22.71388889,24.24916667,22.7875,23.17277778,22.16361111,23.03444445,24.32944444,26.29916667,26.46111111,26.45222222,27.10222222,28.3525,25.085,26.64138889,28.29111111,27.22638889,25.31777778,27.16638889,28.21333333,28.87027778,30.53055556,29.51611111,31.16416666,33.15222222,28.82194444,28.73277778,29.23138889,29.69055556,29.13611111,30.87805556,32.28805555
Ulsteinvik,8.5175,8.6,8.610555556,8.640277778,9.002777778,9.249722222,9.788055556,9.6225,9.344166667,8.385277778,8.095,8.204444444,7.665555556,7.3725,7.683611111,9.695277778,10.64861111,10.89972222,9.953055556,10.25638889,11.54111111,11.93194444,12.15916667,12.39444444,12.97833333,12.91555556,14.20611111,14.63,15.25388889,14.98638889,14.68666667,13.45805556,11.82222222,10.76722222,12.47583333,14.24222222,14.365,14.16222222,13.53861111,10.91388889,13.19194444,13.16944444,13.06027778,12.62861111,10.45944444,10.43027778,10.77222222,11.055,11.46611111,10.49777778,9.934722222,9.467222222,8.688333333,9.613333333,8.609722222,8.1975,8.556944444,9.669166667,8.313611111,8.459722222,7.884444444,7.855555556,7.132777778,7.755555556,7.709722222,7.581111111,7.375555556,8.018888889,6.101388889,3.87,3.650555556,1.709166667,2.618055556,8.586666667,8.245833333,7.077777778,6.718055556,6.142777778,8.564444444,6.781666667,4.995833333,7.79,3.558055556,6.878888889,7.308611111,6.522777778,4.930277778,6.193888889,7.881944444,3.138333333,0.606944444,0,2.055,3.325555556,4.082777778,5.326111111,5.383055556,5.221111111,7.512777778,8.063055556,9.238055555,9.769444444,9.656666666,10.43027778,6.089444444,6.7,6.713333333,7.227222222,7.7525,8.231666667,7.945277778,8.056944444,8.084166667,7.676388889,8.086388889,9.196666666,8.317222222,8.610555555,9.376111111,9.263611111,9.615833333,10.16666667,9.340555555,10.15222222,10.00555556,10.48416667,11.22222222,12.04361111,11.28694444,12.27388889,12.33805556,13.3375,14.75444444,13.88388889,14.12583333,15.15472222,15.50777778,20.00888888,20.4475,16.40833333,17.87138889,18.10611111,19.03222222,19.19888889,20.62638889,20.62833333,22.39583333,23.23,23.21472222,24.75,23.28833333,23.67361111,22.66444444,23.53527778,24.83027778,26.8,26.96194444,26.95305555,27.60305555,28.85333333,25.58583333,27.14222222,28.79194444,27.72722222,25.81861111,27.66722222,28.71416666,29.37111111,31.03138889,30.01694444,31.665,33.65305555,29.32277778,29.23722222,29.73583333,30.19138889,29.63916667,31.37888889,32.7925
Aalesund,8.099166667,8.181666667,8.192222222,8.221944444,8.584444444,8.831388889,9.369722222,9.204166667,8.925833333,7.966944444,7.676666667,7.786111111,8.602222222,8.306111111,9.056111111,9.276944444,10.23027778,10.68916667,9.534722222,9.838055556,11.555,11.51416667,11.74138889,11.97666667,12.56055556,12.49777778,13.78833333,14.21222222,14.83611111,14.71638889,14.81305556,13.04027778,12.8375,12.51944444,12.05861111,15.81444444,15.39333333,15.91444444,15.29083333,12.66583333,14.94416667,14.92166667,14.8125,14.38055556,12.21111111,12.1825,12.52444444,12.80722222,13.21833333,12.2525,11.68694444,11.21972222,10.44083333,11.36583333,10.36472222,9.9525,10.31194444,11.42416667,10.06861111,10.21305556,9.636944444,9.609166667,8.886388889,9.513333333,9.464722222,9.336111111,9.130555556,9.773888889,7.856388889,5.625,5.405555556,3.464166667,4.372777778,8.168333333,7.8275,6.659444444,6.299722222,5.724444444,8.0625,6.033055556,4.5775,8.165833333,4.778888889,6.460555556,5.784444444,4.998611111,3.406111111,5.775555556,7.463611111,3.0925,2.375555556,2.022777778,0,1.801388889,2.557777778,3.801388889,3.859166667,3.696388889,5.988055556,6.538888889,7.711944444,8.243333333,8.130555555,8.904166666,4.563333333,5.173888889,5.187222222,5.701111111,6.226388889,6.705277778,6.418888889,6.530833333,6.557777778,6.150277778,6.560277778,7.670555555,6.790833333,7.084166666,7.849722222,7.700833333,8.089722222,8.640555556,7.814444444,8.625833333,8.479166666,8.958055556,9.695833333,10.51722222,9.760555555,10.7475,10.81166667,11.81111111,13.22805556,12.3575,12.59944444,13.62833333,13.98138889,18.43888889,18.92111111,14.88194444,16.345,16.57972222,17.50583333,17.6725,19.1,19.10194444,20.86944444,21.70361111,21.68833333,23.22361111,21.76194444,22.14722222,21.13805555,22.00888889,23.30388889,25.27361111,25.43555555,25.42666666,26.07666666,27.32694444,24.05944444,25.61583333,27.26555555,26.20083333,24.29222222,26.14083333,27.18777777,27.84472222,29.505,28.49055555,30.13861111,32.12666666,27.79638889,27.70972222,28.20833333,28.665,28.11194444,29.8525,31.265
Aandalsnes,6.420277778,6.502777778,6.515,6.543055556,6.905555556,7.1525,7.690833333,7.525555556,7.247222222,6.288055556,5.997777778,6.106944444,6.923055556,6.626944444,7.376944444,7.597777778,8.551111111,9.01,7.855555556,8.158888889,9.876111111,9.836111111,10.06333333,10.29861111,10.8825,10.81972222,12.11027778,12.53416667,13.15805556,13.03833333,13.13555556,11.36277778,11.15888889,10.8175,10.38055556,14.10888889,13.66472222,14.33305556,14.73027778,12.82805556,14.92361111,14.98083333,14.95388889,14.54277778,12.51527777,13.05722222,13.39916667,13.68194444,14.08472222,13.12861111,12.56166667,11.25916667,11.30805556,12.20722222,11.20861111,10.79638889,11.15583333,12.26805556,10.9125,11.055,10.47888889,10.45111111,9.728333333,10.35444444,10.30861111,10.18,9.974444444,10.61777778,8.700277778,6.468888889,6.249444444,4.308055556,5.216944444,6.489444444,6.148888889,4.980555556,4.620555556,4.045277778,6.383611111,4.353888889,2.898333333,6.486944444,3.099722222,4.781388889,4.105555556,3.319444444,1.726944444,4.096388889,5.784444444,3.421111111,3.656388889,3.31,1.811666667,0,2.081944444,2.916388889,2.156111111,2.9625,4.325277778,4.859722222,6.026944444,6.558333333,6.445555555,7.219166666,2.878333333,3.488888889,3.502222222,4.016111111,4.541388889,5.020277778,4.733888889,4.845833333,4.872777778,4.465277778,4.875277778,5.985555555,5.105833333,5.365555556,6.131111111,6.015833333,6.404722222,6.955555556,6.129444444,6.940833333,6.794166666,7.273055556,8.010833333,8.832222222,8.075555555,9.0625,9.126666666,10.12611111,11.54305555,10.6725,10.91444444,11.94333333,12.29638889,16.75944444,17.23611111,13.19694444,14.66,14.89472222,15.82083333,15.9875,17.415,17.41694444,19.18444444,20.01861111,20.00333333,21.53861111,20.07694444,20.46222222,19.45305555,20.32388889,21.61888889,23.58861111,23.75055555,23.74166666,24.39166666,25.64194444,22.37444444,23.93083333,25.58055555,24.51583333,22.60722222,24.45583333,25.50277777,26.15972222,27.82,26.80555555,28.45361112,30.44166666,26.11138889,26.02444444,26.52305556,26.98,26.42694444,28.1675,29.57972222
Molde,8.415555556,8.498055556,8.508611111,8.538333333,8.900833333,9.147777778,9.686111111,9.520555556,9.242222222,8.283333333,7.993055556,8.1025,8.918611111,8.6225,9.3725,9.593333333,10.54666667,11.00555556,9.851111111,10.15444444,11.87138889,11.83055556,12.05777778,12.29305556,12.87694444,12.81416667,14.10472222,14.52861111,15.1525,15.03277778,15.12944444,13.35666667,13.15388889,12.81194444,12.37444444,16.10277778,15.65916667,16.32694444,16.75027777,14.29444444,16.57277778,16.54944444,16.43888889,16.00916667,13.83972222,13.80861111,14.11972222,14.4025,14.845,13.84944444,13.28222222,12.815,12.03611111,12.96111111,11.96305556,11.55055556,11.91027778,13.02222222,11.66694444,11.80888889,11.23277778,11.205,10.48222222,11.11138889,11.06277778,10.93416667,10.72861111,11.37194444,9.454444444,7.223055556,7.003611111,5.062222222,5.971111111,8.409166667,7.625833333,6.975833333,6.616111111,6.040833333,7.14,5.582777778,4.893888889,8.482222222,5.095277778,6.776944444,4.751388889,4.548333333,3.7225,6.091944444,7.78,4.208611111,4.410555556,4.064166667,2.565,2.065833333,0,1.353611111,1.587222222,1.248888889,3.540555556,4.5325,5.693611111,6.241388889,6.129166667,6.9025,2.703611111,3.291666667,3.305,3.818888889,4.344166667,4.823055556,4.536666667,4.648888889,4.675555556,5.112222222,4.678055556,5.796111111,4.908611111,5.168333333,5.933888889,5.818611111,6.2075,6.628333333,5.941944444,6.743611111,6.596944444,7.075833333,7.813611111,8.635,7.878333333,8.865277778,8.929444444,9.928888888,11.34583333,10.47527778,10.71722222,11.74611111,12.09916667,16.56222222,17.03888889,12.99972222,14.46277778,14.6975,15.62361111,15.79027778,17.21777778,17.21972222,18.98722222,19.82138889,19.80611111,21.34138889,19.87972222,20.265,19.25583333,20.12666667,21.42166667,23.39138889,23.55333333,23.54444444,24.19444444,25.44472222,22.17722222,23.73361111,25.38333333,24.31861111,22.41,24.25861111,25.30555555,25.9625,27.62277778,26.60833333,28.25638889,30.24444444,25.91416667,25.87666667,26.37527778,26.78277778,27.07416667,27.97027778,29.39611111
Tingvoll,7.754722222,7.837222222,7.848333333,7.8775,8.24,8.520555556,9.025277778,8.859722222,8.581388889,7.65,7.332222222,7.475277778,8.291388889,7.995277778,8.745277778,8.966111111,9.9,10.37833333,9.204444444,9.507777778,11.24416667,11.18388889,11.41111111,11.64638889,12.23027778,12.1675,13.45805556,13.88194444,14.50583333,14.38611111,14.48277778,12.71,12.52694444,12.185,11.72833333,15.45611111,15.0125,15.68027778,16.0775,14.19583333,16.27083333,16.32805556,16.27444444,15.93472223,13.83611111,14.44083334,14.80527778,15.08805556,15.49916667,15.135,13.94527778,12.62694444,12.91,13.83527778,13.24,12.83611111,13.18722222,14.30777778,12.94388889,12.67888889,12.10472222,12.07416667,11.35138889,12.39416667,12.34833333,12.21972222,12.01416667,12.6575,10.08611111,8.508611111,8.289166667,6.347777778,7.256666667,7.615277778,6.831944444,6.348611111,5.988888889,5.413611111,6.346388889,4.788888889,4.266666667,7.855277778,4.468055556,6.149722222,3.9575,3.754444444,3.095277778,5.464722222,7.152777778,5.461111111,5.663333333,5.316666667,3.816944444,2.895277778,1.365555556,0,0.784166667,0.900555556,2.387222222,3.379166667,4.428333333,5.100555555,4.987777778,5.761666666,1.907222222,2.495277778,2.508611111,3.0225,3.547777778,4.026666667,3.740277778,3.8525,3.879166667,4.315833333,3.881666667,4.955277778,4.112222222,4.371944444,5.1375,5.022222222,5.411111111,5.475277778,5.145555555,5.947222222,5.800555555,6.279444444,7.017222222,7.838611111,7.081944444,8.068888889,8.133055555,9.132499999,10.54944444,9.678888889,9.920833333,10.94972222,11.30277778,15.76638889,16.2425,12.20333333,13.66638889,13.90111111,14.82722222,14.99388889,16.42138889,16.42333333,18.19083333,19.025,19.00972222,20.545,19.08333333,19.46861111,18.45944444,19.33027778,20.62527778,22.595,22.75694444,22.74805555,23.39805555,24.64833333,21.38083333,22.93722222,24.58694444,23.52222222,21.61361111,23.46222222,24.50916666,25.16611111,26.82638889,25.81194444,27.46,29.44805555,25.11777778,25.08027778,25.57888889,25.98638889,26.27694444,27.17388889,28.59972222
Sunndalsora,6.994166667,7.076666667,7.088055556,7.116944444,7.479444444,7.76,8.264722222,8.126944445,7.820833333,6.889444445,6.571666667,6.714722222,7.530833333,7.234722222,7.984722222,8.205555556,9.139444444,9.617777778,8.443888889,8.747222222,10.48388889,10.42333333,10.65055556,10.88583333,11.46972222,11.40694444,12.6975,13.12138889,13.74527778,13.62555556,13.7225,11.94972222,11.79388889,11.42527778,10.96777778,14.69583333,14.25194444,14.92,15.31722222,13.43583333,15.51055556,15.56777778,15.51416667,15.15055556,13.07611111,13.65666667,14.04472222,14.3275,14.73861111,14.61888889,13.16111111,11.86694444,12.14944444,13.07472222,12.47944444,12.2875,12.42666666,13.90805555,12.18333333,11.91833333,11.34416667,11.31361111,10.59083333,11.99444444,11.94861111,11.82,11.61444444,12.25777778,9.325555555,8.084444444,7.889444444,6.42,7.328888889,6.855,6.071666667,5.588055556,5.228333333,4.653055556,5.585833333,4.028333333,3.506111111,7.094722222,3.7075,5.389166667,3.1975,2.993888889,2.334722222,4.704166667,6.392222222,5.533333333,5.735555556,5.388888889,3.889166667,2.149166667,1.5875,0.806111111,0,1.655277778,2.204444444,3.106944444,4.246111111,4.826666667,4.713888889,5.4875,1.146666667,1.734722222,1.748055556,2.261944444,2.787222222,3.266388889,2.979722222,3.091944444,3.118611111,3.555277778,3.121111111,4.211388889,3.351666667,3.611388889,4.376944444,4.261666667,4.650555556,5.201388889,4.385,5.186666667,5.04,5.518888889,6.256666667,7.078055556,6.321388889,7.308333333,7.3725,8.371944444,9.788888889,8.918333333,9.160277778,10.18916667,10.54222222,15.00666667,15.48194444,11.44277778,12.90583333,13.14055556,14.06666667,14.23333333,15.66083333,15.66277778,17.43027777,18.26444444,18.24916667,19.78444445,18.32277777,18.70805556,17.69888889,18.56972223,19.86472222,21.83444445,21.99638889,21.9875,22.6375,23.88777778,20.62027778,22.17666667,23.82638889,22.76166667,20.85305556,22.70166667,23.74861111,24.40555556,26.06583334,25.05138889,26.69944445,28.6875,24.35722223,24.31972223,24.81833334,25.22583334,25.51611111,26.41333334,27.83916667
Kristiansund,8.600833333,8.683333333,8.693888889,8.723611111,9.086111111,9.366666667,9.871388889,9.705833333,9.4275,8.468611111,8.178333333,8.321388889,9.1375,8.841388889,9.591388889,9.812222222,10.74611111,11.22444444,10.05055556,10.35388889,12.09,12.02944444,12.25666667,12.49194444,13.07583333,13.01305556,14.30361111,14.7275,15.35138889,15.23166667,15.32833333,13.55555556,13.37277778,13.03083333,12.57333333,16.30166667,15.85805556,16.52583333,16.92305556,15.07166667,17.11638889,17.17361111,17.14666666,16.78638889,14.71194444,14.94972222,15.29166667,15.57444444,15.98555556,15.0225,14.45416667,13.5025,13.20805556,14.13305556,13.13583333,12.72361111,13.08305556,14.19527778,12.83972222,12.98138889,12.40472222,12.3775,11.65472222,12.28166667,12.23583333,12.10722222,11.90166667,12.545,10.6275,8.396111111,8.176666667,6.235277778,7.144166667,8.461388889,7.678055556,7.194722222,6.835,6.259722222,7.192222222,5.635,5.112777778,8.701111111,5.314166667,6.995833333,4.803611111,4.600555556,3.941388889,6.310833333,7.998888889,5.348611111,5.550833333,5.204166667,3.704444444,2.9925,1.253055556,0.898055556,1.639444444,0,3.088888889,4.080833333,4.444722222,5.193888889,5.081666667,5.855,2.755,3.343055556,3.356388889,3.870277778,4.395555556,4.905833333,4.588055556,4.7,4.726944444,5.163611111,4.729444444,5.803055556,4.96,5.219722222,5.985277778,5.87,6.000277778,5.779166667,5.993333333,6.795,6.648333333,6.778888889,7.865,8.686388889,7.929722222,8.916666667,8.980833333,9.980277777,11.39722222,10.52666667,10.76861111,11.7975,12.15055556,16.6,17.09027778,13.05111111,14.51416667,14.74888889,15.675,15.84166667,17.26916667,17.27111111,19.03861111,19.87277778,19.8575,21.39277778,19.93111111,20.31638889,19.30722222,20.17805556,21.47305556,23.44277778,23.60472222,23.59583333,24.24583333,25.49611111,22.22861111,23.785,25.43472222,24.37,22.46138889,24.31,25.35694444,26.01388889,27.67416667,26.65972222,28.30777778,30.29583333,25.96555556,25.92805556,26.42666667,26.83416667,27.12527778,28.02166667,29.4475
Rindal,7.054444444,7.136944444,7.149444444,7.177222222,7.539722222,7.786666667,8.325,8.159722222,7.881388889,6.922222222,6.631944444,7.42,8.236111111,7.94,8.69,8.501944444,9.199722222,9.914166667,8.504166667,8.8075,10.78027778,10.48583333,10.71305556,10.94833333,11.53222222,11.46944444,12.76,13.18388889,13.80777778,13.68805556,13.78583333,12.0125,12.06305556,11.72166667,11.03027778,14.75916667,14.31444444,14.98333333,15.38055556,13.7325,15.57388889,15.63111111,15.5775,15.44722222,13.3725,13.95305556,14.295,14.57777778,14.98888889,14.86916667,13.4575,12.16333333,12.85472222,13.78,13.18472222,12.99277777,13.13194444,14.61333333,12.88861111,12.62361111,12.04944444,12.01888889,11.29611111,12.69972222,12.65388889,12.52527778,12.31972222,12.96305556,10.03083333,8.789722222,8.594722222,7.156666667,8.065555556,6.915277778,6.131944444,5.802777778,5.933611111,5.358333333,5.488888889,4.088611111,4.211388889,7.8,4.412777778,6.094444444,3.111944444,2.910833333,3.04,5.409444444,7.0975,6.330555556,7.376388889,7.500833333,6.000277778,4.322777778,3.548611111,2.392777778,2.211666667,3.081666667,0,1.085,2.157222222,2.713333333,2.600555556,3.374444444,1.852222222,1.228055556,1.201388889,1.493888889,1.537777778,1.884722222,1.598055556,1.710277778,1.736944444,3.232222222,2.450277778,2.813055556,1.97,2.229722222,2.995555556,2.88,3.247222222,3.128611111,3.003333333,3.805,3.658333333,4.115555556,4.875,5.696388889,4.939722222,5.926666667,5.990833333,6.990277777,8.407222222,7.536666667,7.778611111,8.8075,9.160555556,13.60555556,14.10027778,10.06111111,11.52416667,11.75888889,12.685,12.85166667,14.27916667,14.28111111,16.04861111,16.88277778,16.8675,18.40277778,16.94111111,17.32638889,16.31722222,17.18805556,18.48305556,20.45277778,20.61472222,20.60583333,21.25583333,22.50611111,19.23861111,20.795,22.44472222,21.38,19.47138889,21.32,22.36694444,23.02388889,24.68416667,23.66972222,25.31777778,27.30583333,22.97555556,22.93805556,23.43666667,23.84416667,24.88555556,25.03166667,26.4575
Orkanger,7.220555556,7.303055556,7.314722222,7.343333333,7.705833333,7.952777778,8.491111111,8.325833333,8.0475,7.088333333,6.798055556,7.585,8.401111111,8.105,8.855,8.668055556,9.365833333,10.08027778,8.670277778,8.973611111,10.94638889,10.65,10.87722222,11.1125,11.69638889,11.63361111,12.92416667,13.35,13.97194444,13.85222222,13.94888889,12.17611111,12.22916667,11.8875,11.19444444,14.92222222,14.47861111,15.14638889,15.54361111,13.89805556,15.73694444,15.79416667,15.74055556,15.61277778,13.53833333,14.11888889,14.46083333,14.74361111,15.15472222,15.035,13.62333333,12.32916667,13.01972222,13.945,13.34972222,13.15777777,13.29694444,14.77833333,13.05361111,12.78861111,12.21444444,12.18388889,11.46111111,12.86472222,12.81888889,12.69027778,12.48472222,13.12805556,10.19583333,8.954722222,8.759722222,7.321666667,8.230555556,7.081388889,6.298055556,5.968888889,6.098611111,5.523333333,5.655,4.254722222,4.376388889,7.965,4.577777778,6.259444444,3.278055556,3.076944444,3.205,5.574444444,7.2625,6.495555556,7.541388889,8.067777778,6.567222222,4.867777778,4.533055556,3.378888889,3.098611111,4.066111111,1.078611111,0,1.368611111,1.924722222,1.811944444,2.585833333,2.018333333,1.394166667,1.3675,1.091944444,0.604444444,0.955277778,0.660277778,0.778055556,0.8,2.784722222,2.002777778,1.931111111,1.074722222,1.336944444,2.1025,1.995555556,2.33,2.21,2.067777778,2.872222222,2.725555556,3.198333333,3.979722222,4.801111111,4.044444444,5.031388889,5.095555555,6.094999999,7.511944444,6.641388889,6.883333333,7.912222222,8.265277778,12.68916667,13.205,9.165833333,10.62888889,10.86361111,11.78972222,11.95638889,13.38388889,13.38583333,15.15333333,15.9875,15.97222222,17.5075,16.04583333,16.43111111,15.42194444,16.29277778,17.58777778,19.5575,19.71944444,19.71055555,20.36055555,21.61083333,18.34333333,19.89972222,21.54944444,20.48472222,18.57611111,20.42472222,21.47166666,22.12861111,23.78888889,22.77444444,24.4225,26.41055555,22.08027778,22.04277778,22.54138889,22.94888889,23.99027778,24.13638889,25.56222222
Hestvika,8.388888889,8.471388889,8.483888889,8.511666666,8.874166666,9.121111111,9.659444444,9.494166666,9.215833333,8.256666666,7.966388889,8.724166667,9.540277778,9.244166667,9.994166667,9.836388889,10.53416667,11.24861111,9.838611111,10.14194444,12.11472222,11.82027778,12.0475,12.28277778,12.86666666,12.80388889,14.09444444,14.51833333,15.14222222,15.0225,15.12027777,13.34694444,13.3975,13.05611111,12.36472222,16.09361111,15.64888889,16.31777777,16.715,15.06694444,16.90833333,16.96555555,16.91194444,16.78166666,14.70694444,15.15944444,15.50138889,15.78444444,16.19555555,15.91583333,14.66388889,13.49777777,13.4175,14.34277778,13.7475,13.55555555,13.69472222,15.53444444,13.45138889,13.18638889,12.61222222,12.58166667,11.85888889,13.54333333,13.71416667,13.58555556,13.38,14.02333333,10.59361111,8.741111111,9.898888888,8.460833333,9.369722222,8.249722222,7.466388889,7.137222222,7.237777778,6.662777778,6.823333333,5.423055555,5.515555556,9.104166667,5.716944444,7.398611111,4.446388889,4.245277777,4.344166667,6.713611111,8.401666667,7.634722222,8.680555555,9.207222222,7.707222222,6.006944444,5.51,4.425555556,4.243333333,4.446111111,2.126111111,1.381388889,0,1.105555556,0.985277778,1.762222222,3.128888889,2.5625,2.535833333,2.360833333,1.879166667,2.226111111,1.939444444,2.051666667,2.078333333,4.053611111,3.271666667,3.154444444,2.311388889,2.571111111,3.336944444,3.221388889,3.588611111,3.3675,3.344722222,4.102777778,3.999722222,4.3675,5.216388889,6.037777778,5.281111111,6.268055556,6.332222222,7.331666666,8.748611111,7.878055556,8.12,9.148888889,9.501944444,13.945,14.44166667,10.4025,11.86555556,12.10027778,13.02638889,13.19305556,14.62055556,14.6225,16.39,17.22416667,17.20888889,18.74416667,17.2825,17.66777778,16.65861111,17.52944445,18.82444444,20.79416667,20.95611111,20.94722222,21.59722222,22.8475,19.58,21.13638889,22.78611111,21.72138889,19.81277778,21.66138889,22.70833333,23.36527778,25.02555556,24.01111111,25.65916667,27.64722222,23.31694445,23.27944445,23.77805556,24.18555556,25.22694445,25.37305556,26.79888889
