,OsloO,OsloS,OsloN,OsloV,Aas,Moss,Fredrikstad,Sarpsborg,Drammen,Lillestrom,Jessheim,Honefoss,Nesbyen,Gol,Geilo,Kongsberg,Porsgrunn,Seljord,Horten,Sandefjord,Rauland,Risor,Arendal,Grimstad,KristiansandS,KristiansandN,Mandal,Lyngdal,Vestbygd,Flekkefjord,Tonstad,Evje,Rysstad,Hovden,Aamli,Egersund,Heskestad,Byrkjedal,Bryne,Erfjord,StavangerS,StavangerO,StavangerV,Aardal,Sauda,Vikedal,Aksdal,Haugesund,Ferkingstad,Bomlo,Skaanevik,Roldal,Odda,Rosendal,Mundheim,Osoyro,Fusa,Austevoll,Eikelandsosen,Norheimsund,Kinsarvik,Eidfjord,Vossevangen,BergenS,Loddefjord,BergenN,Nyborg,Aagotnes,Flaam,Sogndal,Forde,Nordfjordeid,Maaloy,Kongsvinger,Flisa,Hamar,Gjovik,Lillehammer,Trysil,Koppang,Vinstra,Beitostolen,Lom,Dokka,Hodalen,Alvdal,Dombaas,Vestre Gausdal,Fagernes,Geiranger,Volda,Ulsteinvik,Aalesund,Aandalsnes,Molde,Tingvoll,Sunndalsora,Kristiansund,Rindal,Orkanger,Hestvika,Kvenvaer,Sistranda,Titran,Oppdal,Berkaak,Rennebu,Storen,Melhus,TrondheimV,TrondheimS,TrondheimN,TrondheimO,Roros,Haltdalen,Selbu,Hommelvik,Stjordal,Meraaker,Frosta,Vanvikan,Brekstad,Levanger,Mosvik,Steinkjer,Aafjord,Steinsdalen,Flatanger,Namsos,Namsskogan,Foldereid,Rorvik,Bronnoysund,Hattfjelldal,Mosjoen,Sandnessjoen,Mo i Rana,Jektvik,Glomfjord,Krokstranda,Storjord,Fauske,Bodo,Morsvikbotn,Leinesfjorden,Hamsund,Ballangen,Narvik,Sortland,Andenes,Nordland,Leknes,Sorvaagen,Harstad,Bardufoss,Gryllefjord,Elverhoy,Tromso,Skulsfjord,Hansnes,Finnsnes,Olderdalen,Skjervoy,Alta,Kautokeino,Karasjok,Lakselv,Olderfjord,Honningsvaag,Hammerfest,Veidnes,Mehamn,Borselv,Tana bru,Tana,Vadso,Kirkenes,Vardo,Baatsfjord
Bryne,8.589722222,8.478055556,8.505555556,8.279166667,8.586944444,8.604444444,9.255,9.089444444,7.755277778,8.723055556,8.923055556,8.746388889,10.04222222,9.937777778,9.531111111,7.826388889,6.469444444,6.313333333,7.200833333,6.8675,6.854722222,5.510555556,4.821111111,4.706944444,4.081666667,4.080833333,3.000833333,2.480277778,2.702777778,1.930833333,1.631388889,3.463055556,7.106666667,6.051111111,4.457222222,1.075277778,1.309444444,1.202777778,0,3.298055556,0.653611111,0.713055556,0.659444444,1.4175,4.092222222,3.667222222,2.875833333,3.072777778,3.140277778,3.673611111,4.2125,4.750833333,4.876388889,5.777222222,6.348888889,5.796111111,6.890833333,5.8075,6.658055556,7.064722222,5.675277778,6.1875,6.571388889,6.22,6.524722222,6.473611111,6.544722222,6.833888889,7.67,9.738611111,10.31638889,12.72416667,13.525,9.756944444,10.62805556,9.912222222,10.21638889,10.94916667,11.18222222,11.46027778,12.07583333,10.3675,12.31833333,10.42138889,13.4325,12.54222222,13.0725,11.30861111,10.64722222,13.71333333,12.97444444,13.54138889,15.29111111,14.76166667,16.77583333,16.0625,15.29472222,16.90888889,15.39527777,15.53138889,16.69916666,17.25527777,17.1425,17.91638888,14.18694444,14.16111111,14.17444444,14.68833333,15.21361111,15.69222222,15.40583333,15.51722222,15.54472222,13.79472222,14.55972222,15.97972222,15.77777778,15.93055556,16.69611111,16.58083333,17.07638889,17.62777778,16.65777778,17.46222222,17.31555556,17.94472222,18.53083333,19.35305556,18.59638889,19.58333333,19.64777778,20.64722222,22.06277778,21.19333333,21.43138889,22.46055556,22.81305556,27.48944444,27.75222222,23.71277778,25.17472222,25.40944444,26.33555556,26.50222222,27.92972222,27.93194444,29.69916666,30.53527778,30.51861111,32.05472222,30.59166666,30.98166667,29.96777778,30.83888889,31.87416667,34.10472222,33.42777778,33.41888889,34.1075,35.31916667,32.62916667,32.46055556,34.12861111,32.89805556,30.98916667,32.83777778,33.88472222,34.54388889,36.20305556,35.18805556,36.83583333,38.82416667,34.49361111,34.53,35.02861111,35.45027778,34.9075,36.63777778,38.08527778
Erfjord,6.951388889,6.839722222,6.866388889,6.640833333,6.948333333,7.188333333,7.726666667,7.561388889,6.041944444,7.084722222,7.284722222,6.816666667,6.930833333,7.242777777,6.910833333,5.424722222,5.710833333,3.915555556,6.496666667,6.301388889,3.765277778,6.234444444,6.360555556,6.586944444,6.880833333,6.88,5.800277778,5.279722222,5.5025,4.730277778,4.430833333,6.262222222,3.982222222,2.925833333,5.373333333,3.986111111,4.108888889,3.906111111,3.2825,0,2.98,2.916666667,2.836944444,1.87,0.969166667,0.8725,1.762222222,2.045555556,2.456666667,2.336388889,1.9475,1.625,2.253611111,3.154722222,4.345277778,4.458888889,4.887222222,4.470277778,4.654444444,4.3725,3.053055556,3.565555556,3.95,4.883333333,5.188333333,5.137222222,5.208333333,5.4975,5.048333333,7.117777778,8.276666667,10.10361111,10.96166667,8.118611111,8.989444444,8.273888889,8.291666667,9.038333333,9.543888889,9.821944444,10.165,7.745277778,11.47416667,8.416666667,11.79416667,10.90388889,11.16166667,9.398055556,8.1825,11.09277778,10.35388889,10.92083333,12.67111111,12.85083333,14.28888889,14.15305556,13.38527778,14.99944444,13.75666666,13.89305556,15.06055555,15.61666666,15.50388889,16.27777777,12.27722222,12.5225,12.53583333,13.04972222,13.575,14.05361111,13.76722222,13.87861111,13.90611111,12.15611111,12.92111111,14.34111111,14.13916667,14.4325,15.19805556,14.94222222,15.43777778,15.98916667,15.1725,15.97416667,15.8275,16.30611111,17.04416667,17.86555556,17.10888889,18.09583333,18.16,19.00861111,20.57638889,19.70583333,19.94777778,20.97666667,21.32972222,25.85083333,26.11416667,22.23027778,23.53611111,23.77083333,24.69694444,24.86361111,26.29111111,26.29333333,28.06055555,28.895,28.88,30.41611111,28.95305555,29.34666667,28.32916667,29.20027778,30.23388889,32.46611111,31.78805556,31.77916667,32.46777778,33.67944444,30.98888889,30.82111111,32.48916667,31.25888889,29.35,31.19861111,32.24555556,32.90444444,34.56388889,33.54888889,35.19666666,37.185,32.85444444,32.6675,33.16611111,33.72222222,33.06916667,34.90888889,36.22277778
StavangerS,8.8625,8.750833333,8.777222222,8.551944444,8.859722222,8.876944444,9.5275,9.361944444,8.028055556,8.995833333,9.195833333,9.019166667,9.7225,9.604722222,9.198055556,8.0125,6.742222222,6.586111111,7.485833333,7.140277778,6.556666667,5.783333333,5.093888889,4.979722222,4.354444444,4.353611111,3.273611111,2.753055556,2.975555556,2.203611111,1.904166667,3.735833333,6.7725,5.716944444,4.73,1.459444444,1.582222222,1.293888889,0.766388889,2.963888889,0,0.303055556,0.329722222,1.089166667,3.758055556,3.333888889,2.5425,2.739722222,2.807222222,3.340277778,3.879166667,4.416666667,4.543055556,5.443888889,6.015555556,5.462777778,6.5575,5.474166667,6.324722222,6.731388889,5.341944444,5.854166667,6.238333333,5.886666667,6.191388889,6.140277778,6.211388889,6.500555556,7.336944444,9.405555556,9.983055556,12.39138889,13.19166667,10.02972222,10.90083333,10.185,10.48916667,11.22194444,11.455,11.73305556,12.26194444,10.03416667,11.98527778,10.69388889,13.70527778,12.815,13.25861111,11.58138889,10.47083333,13.38055556,12.64166667,13.20861111,14.95833333,14.94777778,16.57666667,16.24861111,15.48083333,17.13611111,15.66944444,15.80416667,16.97333333,17.52944444,17.41666667,18.19055555,14.46111111,14.43527778,14.44861111,14.9625,15.48777778,15.96638889,15.68,15.79138889,15.81888889,14.06888889,14.83388889,16.25388889,16.05194444,16.20472222,16.97027778,16.855,17.35055556,17.90194444,16.93194444,17.73638889,17.58972222,18.21888889,18.805,19.62722222,18.87055556,19.8575,19.92194444,20.92138888,22.33722222,21.4675,21.70555556,22.73444444,23.08722222,27.76361111,28.02583333,23.98694444,25.44888889,25.68361111,26.60972222,26.77638889,28.20388889,28.20611111,29.97333333,30.80944444,30.79277778,32.32888889,30.86583333,31.25555556,30.24194444,31.11305556,32.14888889,34.37888889,33.7025,33.69361111,34.38222222,35.59388889,32.90388889,32.73527778,34.40333333,33.17277778,31.26388889,33.1125,34.15944444,34.81861111,36.47777778,35.46277778,37.11055555,39.09888889,34.76833333,34.80277777,35.30138888,35.72305556,35.18027778,36.91055556,38.35805555
StavangerO,8.851388889,8.739722222,8.767222222,8.540833333,8.848611111,8.865833333,9.516388889,9.350833333,8.016944444,8.984722222,9.184722222,9.008055556,9.699166666,9.5825,9.175833333,8.088055556,6.731111111,6.575,7.474722222,7.129166667,6.551388889,5.772222222,5.082777778,4.968611111,4.343333333,4.3425,3.2625,2.741944444,2.964444444,2.1925,1.893055556,3.724722222,6.759444444,5.693611111,4.718888889,1.448333333,1.571111111,1.370277778,0.754722222,2.940555556,0.306111111,0,0.229166667,1.077222222,3.734722222,3.311666667,2.520277778,2.7175,2.785,3.318055556,3.856944444,4.393333333,4.520833333,5.421666667,5.993333333,5.440555556,6.535277778,5.451944444,6.3025,6.709166666,5.319722222,5.831944444,6.216111111,5.864444444,6.169166667,6.118055556,6.189166667,6.478333333,7.314722222,9.383333333,9.960833333,12.36916667,13.16944444,10.01861111,10.88972222,10.17388889,10.47805556,11.21083333,11.44388889,11.72194444,12.3375,10.01194444,11.96305556,10.68277778,13.69416667,12.80388889,13.33416667,11.57027778,10.44861111,13.35833333,12.61944444,13.18638889,14.93611111,15.02333333,16.55444444,16.32416667,15.55638889,17.18444444,15.65638889,15.79305556,16.96027778,17.51638889,17.40361111,18.1775,14.44805556,14.42222222,14.43555556,14.94944444,15.47472222,15.95333333,15.66694444,15.77833333,15.80583333,14.05583333,14.82083333,16.24083333,16.03888889,16.19166667,16.95722222,16.84194444,17.3375,17.88888889,16.91888889,17.72333333,17.57666667,18.20583333,18.79194444,19.61416667,18.8575,19.84444444,19.90888889,20.90833333,22.32416667,21.45444444,21.6925,22.72138889,23.07416667,27.75055555,28.01277778,23.97388889,25.43583333,25.67055556,26.59666667,26.76333333,28.19083333,28.19305556,29.96027777,30.79638889,30.77972222,32.31583333,30.85277777,31.2425,30.22888889,31.1,32.13583333,34.36583333,33.68944444,33.68055556,34.36916667,35.58083333,32.89083333,32.72222222,34.39027778,33.15972222,31.25083333,33.09944444,34.14638889,34.80555556,36.46472222,35.44972222,37.0975,39.08583333,34.75527778,34.56722222,35.06611111,35.62138889,34.96916667,36.80694444,38.1225
StavangerV,8.7575,8.645833333,8.673333333,8.446944444,8.754722222,8.771944444,9.4225,9.256944444,7.923055556,8.890833333,9.090833333,8.914166667,9.601666666,9.470277778,9.063611111,7.994166667,6.637222222,6.481111111,7.380833333,7.035277778,6.435833333,5.678333333,4.988888889,4.874722222,4.249444444,4.248611111,3.168611111,2.648055556,2.870555556,2.098611111,1.799166667,3.630833333,6.651666667,5.596111111,4.625,1.354444444,1.477222222,1.276944444,0.660833333,2.843055556,0.298055556,0.232777778,0,0.962222222,3.637222222,3.199166667,2.407777778,2.605,2.6725,3.205555556,3.744444444,4.295833333,4.408333333,5.309166667,5.880833333,5.328055556,6.422777778,5.339444444,6.19,6.596666666,5.207222222,5.719444444,6.103611111,5.751944444,6.056666667,6.005555556,6.076666667,6.365833333,7.202222222,9.270833333,9.848333333,12.25666667,13.05694444,9.924722222,10.79583333,10.08,10.38416667,11.11694444,11.35,11.62805556,12.24361111,9.899444444,11.85083333,10.58888889,13.60027778,12.71,13.24027777,11.47638889,10.33611111,13.24583333,12.50694444,13.07388889,14.82361111,14.92944444,16.44194444,16.23027778,15.4625,17.09055556,15.56277777,15.69916667,16.86666666,17.42277777,17.31,18.08388888,14.35444444,14.32861111,14.34194444,14.85583333,15.38111111,15.85972222,15.57333333,15.68472222,15.71222222,13.96222222,14.72722222,16.14722222,15.94527778,16.09805556,16.86361111,16.74833333,17.24388889,17.79527778,16.82527778,17.62972222,17.48305556,18.11222222,18.69833333,19.52055556,18.76388889,19.75083333,19.81527778,20.81472222,22.23055556,21.36083333,21.59888889,22.62777778,22.98055556,27.65694444,27.91916667,23.88027778,25.34222222,25.57694444,26.50305556,26.66972222,28.09722222,28.09944444,29.86666666,30.70277778,30.68611111,32.22222222,30.75916666,31.14888889,30.13527778,31.00638889,32.04166667,34.27222222,33.59527778,33.58638889,34.275,35.48666667,32.79666667,32.62805556,34.29611111,33.06583333,31.15694444,33.00555556,34.0525,34.71166667,36.37083333,35.35583333,37.00361111,38.99194444,34.66138889,34.47333333,34.97222222,35.5275,34.87527778,36.71305556,38.02861111
Aardal,8.6625,8.550833333,8.578333333,8.351944444,8.659722222,8.899722222,9.438055556,9.2725,7.753333333,8.795833333,8.995833333,8.527777778,8.6425,8.954444444,8.621111111,7.14,7.405,5.626944444,8.148611111,7.803055556,5.476944444,6.446388889,5.756944444,5.643055556,5.017777778,5.016944444,3.936944444,3.416388889,3.638888889,2.866944444,2.5675,4.399166667,5.693333333,4.637222222,5.393055556,2.122777778,2.245555556,2.042777778,1.419722222,1.883888889,1.111944444,1.046666667,0.968611111,0,2.678055556,2.591666667,3.199722222,3.396666667,3.464166667,3.9975,3.66,3.336666667,3.965555556,4.866388889,6.056944444,6.12,6.598888889,6.131111111,6.366111111,6.084444444,4.764444444,5.276666667,5.660833333,6.543888889,6.848611111,6.7975,6.868611111,7.157777778,6.759444444,8.828055556,9.973888889,11.81388889,12.67166667,9.829722222,10.70083333,9.985,10.0025,10.74916667,11.255,11.53305556,11.87583333,9.456666666,11.40833333,10.12722222,13.50527778,12.615,12.79777777,11.10861111,9.893333333,12.80305556,12.06416667,12.63111111,14.38083333,14.52138889,15.99916667,15.86277778,15.095,16.70916667,15.46777777,15.60416667,16.77166666,17.32777777,17.215,17.98888888,13.98694444,14.23361111,14.24694444,14.76083333,15.28611111,15.76472222,15.47833333,15.58972222,15.61722222,13.86722222,14.63222222,16.05222222,15.85027778,16.00305556,16.80722222,16.65333333,17.14888889,17.70027778,16.73027778,17.64638889,17.38805556,18.01722222,18.72805556,19.54944444,18.79305556,19.76083333,19.72027778,20.71972222,22.13527778,21.37083333,21.50388889,22.53277778,22.99472222,27.56194444,27.82444444,23.89611111,25.24722222,25.48194444,26.40805556,26.57472222,28.00222222,28.00444444,29.77166666,30.6075,30.59111111,32.12722222,30.66416666,31.05416667,30.04027778,30.91138889,31.94638889,34.17722222,33.5,33.49111111,34.17972222,35.39138889,32.70138889,32.53277778,34.20083333,32.97055556,31.06166667,32.91027778,33.95722222,34.61638889,36.27555556,35.26055556,36.90833333,38.89666667,34.56611111,34.37833333,34.87722222,35.4325,34.78027778,36.61805556,37.93361111
Sauda,6.609444444,6.497777778,6.524444444,6.298888889,6.606388889,6.846388889,7.384722222,7.219444444,5.7,6.743055556,6.942777778,6.474722222,6.483888889,6.795833333,6.473611111,5.082777778,5.368888889,3.573611111,6.154722222,5.959444444,3.423333333,5.8925,6.018333333,6.245,6.655,6.591944444,6.596388889,6.075833333,6.298611111,5.526388889,5.226944444,6.080555556,3.640277778,2.583888889,5.031111111,4.782222222,4.905,4.702222222,4.078611111,0.948611111,3.731944444,3.711666667,3.633055556,2.666388889,0,0.886388889,1.776111111,2.059444444,2.470555556,2.350277778,1.961388889,1.283055556,1.816111111,2.717222222,3.907777778,4.472777778,4.449722222,4.484166667,4.216944444,3.935,2.615555556,3.128333333,3.512777778,4.897222222,5.202222222,5.126111111,4.920555556,5.511388889,4.611111111,6.680555556,7.841111111,9.666666667,10.52472222,7.776666667,8.6475,7.931944444,7.949722222,8.696388889,9.201944444,9.48,9.823055556,7.307777778,11.03722222,8.074722222,11.4525,10.56194444,10.81972222,9.056111111,7.745277778,10.65583333,9.916944444,10.48388889,12.23416667,12.50888889,13.85194444,13.81111111,13.04333333,14.6575,13.41472222,13.55111111,14.71861111,15.27472222,15.16194444,15.93583333,11.93527778,12.18055556,12.19388889,12.70777778,13.23305556,13.71166667,13.42527778,13.53666667,13.56416667,11.81416667,12.57916667,13.99916667,13.83972222,14.10194444,14.8675,14.76055556,15.09583333,15.64722222,14.83277778,15.63722222,15.49055556,15.96416667,16.74472222,17.56611111,16.80944444,17.79638889,17.86055555,18.86,20.27694444,19.40638889,19.64833333,20.67722222,21.03027778,25.50888889,25.77222222,21.93083333,23.19416667,23.42888889,24.355,24.52166667,25.94916667,25.95138889,27.71861111,28.55333333,28.53805556,30.07416667,28.61111111,29.00472222,27.98722222,28.85833333,29.89222222,32.12416667,31.44666667,31.43777778,32.12638889,33.33805556,30.64722222,30.47972222,32.14777778,30.91722222,29.00833333,30.85694444,31.90388889,32.56277778,34.22222222,33.20722222,34.855,36.84333333,32.51277778,32.32555556,32.82416667,33.38027778,32.72722222,34.56694444,35.88083333
Vikedal,7.164166667,7.0525,7.078888889,6.853611111,7.161111111,7.401111111,7.939444444,7.773888889,6.254722222,7.2975,7.4975,7.029444444,7.121666667,6.828611111,6.421944444,5.6375,5.923611111,4.128333333,6.709444444,6.514166666,3.978055556,6.447222222,6.574166667,6.800555556,7.210555556,7.1475,6.194166667,5.673611111,5.896388889,5.124166667,4.824722222,6.636388889,4.195,3.138611111,5.586944444,4.38,4.502777778,4.3,3.676388889,0.861388889,3.329722222,3.308611111,3.198055556,2.58,0.904166667,0,0.91,1.193333333,1.604166667,1.484166667,1.114166667,1.837777778,1.764444444,2.665555556,3.856111111,3.606666667,4.398055556,3.618055556,4.165277778,3.883333333,2.563888889,3.076666667,3.461111111,4.031111111,4.336111111,4.285,4.356111111,4.645277778,4.559444444,6.628888889,7.789444444,9.615,10.47305556,8.331388889,9.202222222,8.486666667,8.504166667,9.250833333,9.756666667,10.03472222,10.3775,7.256111111,10.98555556,8.522777778,12.00694444,11.11666667,11.37416667,9.354166667,7.693611111,10.60416667,9.865277778,10.43222222,12.1825,13.04638889,13.80027778,14.36527778,13.5975,14.93722222,13.96944444,14.10583333,15.27333333,15.82944444,15.71666667,16.49055555,12.48944444,12.73527778,12.74861111,13.2625,13.78777778,14.26638889,13.98,14.09138889,14.11888889,12.36888889,13.13388889,14.55388889,14.39444444,14.65666667,15.42222222,15.31527778,15.65055556,16.20194444,15.3875,16.19194444,15.88972222,16.51888889,17.26861111,17.92722222,17.17055556,18.31777778,18.22194444,19.22138888,20.63694444,19.92777778,20.17,21.03333333,21.38722222,26.06361111,26.32666667,22.43277778,23.74888889,23.98361111,24.90972222,25.07638889,26.50388889,26.50611111,28.27333333,29.10777778,29.09277778,30.62888889,29.16583333,29.55888889,28.54194444,29.41305556,30.44666667,32.67888889,32.00083333,31.99194444,32.68055556,33.89222222,31.20166667,31.03388889,32.70194444,31.47166667,29.56277778,31.41138889,32.45833333,33.11722222,34.77666667,33.76166667,35.40944444,37.39777778,33.06722222,32.88027778,33.37888889,33.935,33.28194444,35.12166667,36.43555556
Aksdal,7.526944444,7.415277778,7.441666667,7.216388889,7.523888889,7.763888889,8.302222222,8.136666667,6.6175,7.660277778,7.860277778,7.392222222,7.484166667,7.191111111,6.784444444,6.000277778,6.286388889,4.491111111,7.072222222,6.876944444,4.340833333,6.81,6.936944444,7.119722222,6.494444444,6.493611111,5.413888889,4.893333333,5.116111111,4.343888889,4.044444444,5.875833333,4.557777778,3.501388889,5.949722222,3.599722222,3.7225,3.519722222,2.896111111,1.764166667,2.549444444,2.528333333,2.417777778,3.23,1.798888889,0.914166667,0,0.313333333,0.779722222,0.920277778,1.463611111,2.200555556,2.127222222,3.028333333,3.476388889,3.040833333,4.038888889,3.052222222,3.804722222,4.315555555,2.926666667,3.439166667,3.823611111,3.465277778,3.770277778,3.719166667,3.790277778,4.079444444,4.921944444,6.991388889,7.5625,9.9775,10.77027778,8.694166667,9.565,8.849444444,8.866944444,9.613611111,10.11944444,10.3975,10.74027778,7.618888889,11.34805556,8.885277778,12.36972222,11.47944444,11.73694444,9.716944444,8.056111111,10.96666667,10.22777778,10.79472222,12.545,13.40888889,14.16277778,14.72805556,13.96027778,15.29972222,14.33305555,14.46861111,15.63694444,16.19305555,16.08027778,16.85416666,12.85305556,13.09888889,13.11222222,13.62611111,14.15138889,14.63,14.34361111,14.455,14.4825,12.7325,13.4975,14.9175,14.75805555,15.02027778,15.78583333,15.51861111,16.01416667,16.56555556,15.59555556,16.4,16.25333333,16.8825,17.59333333,18.29083333,17.53416667,18.52111111,18.58555556,19.585,21.00055556,20.13111111,20.36916667,21.39694444,21.75083333,26.42722222,26.69027778,22.65055556,24.1125,24.34722222,25.27333333,25.44,26.8675,26.86972222,28.63694444,29.47138889,29.45638889,30.9925,29.52944444,29.92138889,28.90555556,29.77666667,30.81027778,33.0425,32.36444444,32.35555556,33.04416667,34.25583333,31.56527778,31.3975,33.06555556,31.83527778,29.92638889,31.775,32.82194444,33.48083333,35.14027778,34.12527778,35.77305555,37.76138889,33.43083333,33.24361111,33.74222222,34.29861111,33.64583333,35.48527778,36.79888889
Haugesund,7.798333333,7.686666667,7.713055556,7.487777778,7.795277778,8.035277778,8.573611111,8.408055556,6.888888889,7.931666667,8.131666667,7.663611111,7.755,7.461944444,7.055277778,6.271666667,6.557777778,4.7625,7.343611111,7.148333333,4.612222222,7.081388889,7.208333333,7.305833333,6.680555556,6.679722222,5.597777778,5.077222222,5.302222222,4.527777778,4.230555556,6.061944444,4.829166667,3.772777778,6.221111111,3.785833333,3.908611111,3.705833333,3.082222222,2.036944444,2.735555556,2.714444444,2.603888889,3.416111111,2.071666667,1.1875,0.316388889,0,0.7125,0.989722222,1.735,2.471944444,2.398611111,3.299722222,3.545833333,3.110277778,4.108333333,3.121666667,3.874166666,4.451944444,3.198055556,3.710555556,4.095,3.534722222,3.839722222,3.788611111,3.859722222,4.148888889,5.193333333,7.262222222,7.631944444,10.24833333,10.83972222,8.965555556,9.836666667,9.120833333,9.138333333,9.885,10.39083333,10.66888889,11.01166667,7.890277778,11.61888889,9.156111111,12.64111111,11.75083333,12.00833333,9.988333333,8.326944444,11.2375,10.49861111,11.06555556,12.81583333,13.67972222,14.43361111,14.99916667,14.23138889,15.57055556,14.60527777,14.74,15.90916666,16.46527777,16.3525,17.12638888,13.125,13.37111111,13.38444444,13.89833333,14.42361111,14.90222222,14.61583333,14.72722222,14.75472222,13.00472222,13.76972222,15.18972222,15.03027777,15.2925,16.05805555,15.79083333,16.28638889,16.83777778,15.86777778,16.67222222,16.52555556,17.15472222,17.86555556,18.56305556,17.80638889,18.79333333,18.85777778,19.85722222,21.27277778,20.40333333,20.64138889,21.66972222,22.02305556,26.69944444,26.96222222,22.92277778,24.38472222,24.61944444,25.54555556,25.71222222,27.13972222,27.14194444,28.90916666,29.74361111,29.72861111,31.26472222,29.80166666,30.19333333,29.17777778,30.04888889,31.0825,33.31472222,32.63694444,32.62805556,33.31666667,34.52833333,31.8375,31.67,33.32,32.1075,30.19861111,32.04722222,33.09416667,33.75333333,35.4125,34.3975,36.04527778,38.03361111,33.70305556,33.51527778,34.01416667,34.57,33.91722222,35.75638889,37.07055556
Ferkingstad,8.208888889,8.097222222,8.123611111,7.898333333,8.205833333,8.445833333,8.984166667,8.818611111,7.299444444,8.342222222,8.542222222,8.073888889,8.165555556,7.8725,7.465833333,6.682222222,6.968333333,5.173055556,7.754166667,7.558888889,5.023055556,7.491944444,7.495277778,7.381388889,6.756111111,6.755277778,5.675555556,5.155,5.377777778,4.605555556,4.306111111,6.1375,5.24,4.183333333,6.631666667,3.861388889,3.984166667,3.781388889,3.157777778,2.45,2.811111111,2.79,2.679444444,3.491666667,2.484722222,1.600555556,0.783055556,0.718611111,0,1.606111111,2.145833333,2.882777778,2.809444444,3.710555556,4.259444445,3.728611111,4.821944445,3.74,4.587777778,4.997777777,3.608888889,4.121111111,4.505555556,4.153055556,4.458055556,4.406944444,4.478055556,4.767222222,5.603888889,7.672777778,8.25,10.65861111,11.45805556,9.376111111,10.24722222,9.531388889,9.548888889,10.29555556,10.80138889,11.07944444,11.42222222,8.301111111,12.02916667,9.566666667,13.05166667,12.16138889,12.41888889,10.36583333,8.7375,11.64777778,10.90888889,11.47583333,13.22583333,14.09,14.84388889,15.40916667,14.64138889,15.98083333,15.01416666,15.15055556,16.31805555,16.87416666,16.76138889,17.53527777,13.53333333,13.78,13.79333333,14.30722222,14.8325,15.31111111,15.02472222,15.13611111,15.16361111,13.41361111,14.17861111,15.59861111,15.43916666,15.70138889,16.46694444,16.19972222,16.69527778,17.24666667,16.27666667,17.18305556,16.93444444,17.56361111,18.27444444,18.97194444,18.21527778,19.20222222,19.26666667,20.26611111,21.68166667,20.81222222,21.05027778,22.07861111,22.43194444,27.10833333,27.37111111,23.33166667,24.79361111,25.02833333,25.95444444,26.12111111,27.54861111,27.55083333,29.31805555,30.15277778,30.1375,31.67361111,30.21055555,30.60222222,29.58666667,30.45777778,31.49166667,33.72361111,33.04555556,33.03666667,33.72527778,34.93694444,32.24666667,32.07861111,33.74666667,32.51611111,30.60722222,32.45583333,33.50277778,34.16194444,35.82111111,34.80611111,36.45388889,38.44222222,34.11166667,33.92388889,34.42277778,34.97833333,34.32583333,36.16416667,37.47916667
Bomlo,8.071666667,7.96,7.986388889,7.761111111,8.068611111,8.308611111,8.846944444,8.681388889,7.162222222,8.205,8.405,7.936944444,8.028333333,7.735277778,7.328611111,6.545,6.831111111,5.035833333,7.616944444,7.421666666,4.885555556,7.354722222,7.481666667,7.708055556,7.2475,7.246666667,6.166944444,5.646388889,5.869166667,5.096944444,4.7975,6.628888889,5.1025,4.045833333,6.494444444,4.352777778,4.475555556,4.272777778,3.649166667,2.3125,3.3025,3.281388889,3.170833333,3.983055556,2.347222222,1.463055556,0.882777778,0.967222222,1.576944444,0,2.008333333,2.745277778,2.671944444,2.6475,2.861388889,2.429166667,3.403333333,2.4425,3.170555556,3.7675,3.471388889,3.983888889,4.368333333,2.853611111,3.158888889,3.1075,3.178611111,3.467777778,5.466666667,7.499166667,6.950833333,9.684444444,10.15861111,9.238888889,10.11,9.394166667,9.411666667,10.15833333,10.66416667,10.94222222,11.285,8.163611111,11.055,9.429444444,12.91444444,12.02416667,12.28166667,10.26166667,8.600277778,10.67361111,9.934722222,10.50166667,12.25194444,13.11583333,13.86972222,15.11166667,14.50444444,15.00666667,14.87694444,15.01333333,16.18083333,16.73694444,16.62416667,17.39805555,13.39638889,13.64277778,13.65611111,14.17,14.69527778,15.17388889,14.8875,14.99888889,15.02638889,13.27638889,14.04138889,15.46138889,15.30194444,15.56416667,16.32972222,16.22277778,16.55805556,17.10944444,16.295,17.09944444,16.95277778,17.42638889,18.20694444,19.02833333,18.27166666,19.25861111,19.32277777,20.32222222,21.73916666,20.86861111,21.11055555,22.13944444,22.4925,26.97111111,27.23388889,23.39305555,24.65638889,24.89111111,25.81722222,25.98388889,27.41138889,27.41361111,29.18083333,30.01527778,30.00027778,31.53638889,30.07333333,30.465,29.44944444,30.32055556,31.35416667,33.58638889,32.90805556,32.89916667,33.58777778,34.79944444,32.10916667,31.94111111,33.59111111,32.37888889,30.51138889,32.31861111,33.36555556,34.02472222,35.68388889,34.66888889,36.31666666,38.305,33.97444444,33.83,34.32861111,34.84111111,34.23222222,36.02722222,37.38527778
